1_ortho,2_phon,3_lemme,4_cgram,5_genre,6_nombre,9_freqfilms2,10_freqlivres,24_nbsyll
masure,mazyR,masure,NOM,f,s,0.19,2.3,2
masures,mazyR,masure,NOM,f,p,0.28,2.03,2
mat,mat,mat,ADJ,m,s,0.9,7.3,1
mat,mat,mat,NOM,m,s,4.54,3.31,1
mat',mat,mat,ADJ,m,s,0.02,0.07,1
mat',mat,mat,NOM,m,s,1.95,0.88,1
mata,mata,mater,VER,,,0.41,0.2,2
matador,matadOR,matador,NOM,m,s,1.15,1.76,3
matadors,matadOR,matador,NOM,m,p,0.1,0.27,3
mataf,mataf,mataf,NOM,m,s,0.02,0.54,2
matafs,mataf,mataf,NOM,m,p,0.11,0.07,2
mataient,matE,mater,VER,,,0.04,0.2,2
matais,matE,mater,VER,,,0.52,0.54,2
matait,matE,mater,VER,,,0.64,0.61,2
matamore,matamOR,matamore,NOM,m,s,0.14,0.27,3
matamores,matamOR,matamore,NOM,m,p,0.14,0.34,3
matant,mat@,mater,VER,,,0.1,0.41,2
match,matS,match,NOM,m,s,58.26,9.39,1
matcha,matSa,matcher,VER,,,0.0,0.07,2
matche,matS,matcher,VER,,,0.01,0.0,1
matches,matS,matche,NOM,m,p,1.42,1.42,1
matchiche,matSiS,matchiche,NOM,f,s,0.0,0.2,2
matchs,matS,match,NOM,m,p,5.22,0.61,1
mate,mat,mat,ADJ,f,s,1.29,3.72,1
mate,mat,mater,VER,,,4.55,3.45,1
matelas,mat°la,matelas,NOM,m,,8.98,25.95,3
matelassent,mat°las,matelasser,VER,,,0.0,0.07,3
matelasser,mat°lase,matelasser,VER,,,0.0,0.07,4
matelassier,mat°lasje,matelassier,NOM,m,s,0.0,0.2,4
matelassiers,mat°lasje,matelassier,NOM,m,p,0.0,0.07,4
matelassière,mat°lasjER,matelassier,NOM,f,s,0.0,0.07,4
matelassières,mat°lasjER,matelassier,NOM,f,p,0.0,0.07,4
matelassé,mat°lase,matelasser,VER,m,s,0.0,0.14,4
matelassé,mat°lase,matelassé,ADJ,m,s,0.14,0.14,4
matelassée,mat°lase,matelasser,VER,f,s,0.0,0.47,4
matelassée,mat°lase,matelassé,ADJ,f,s,0.01,0.34,4
matelassées,mat°lase,matelasser,VER,f,p,0.0,0.2,4
matelassés,mat°lase,matelasser,VER,m,p,0.0,0.07,4
matelot,mat°lo,matelot,NOM,m,s,4.78,4.26,3
matelote,mat°lOt,matelote,NOM,f,s,0.04,0.2,3
matelots,mat°lo,matelot,NOM,m,p,2.27,2.7,3
matent,mat,mater,VER,,,0.51,0.41,1
mater,mate,mater,VER,,,5.91,6.22,2
mater dolorosa,matERdoloRoza,mater dolorosa,NOM,f,,0.0,0.47,6
matera,mat°Ra,mater,VER,,,0.16,0.07,3
materai,mat°RE,mater,VER,,,0.17,0.07,3
materais,mat°RE,mater,VER,,,0.04,0.0,3
materait,mat°RE,mater,VER,,,0.01,0.14,3
maternage,matERnaZ,maternage,NOM,m,s,0.04,0.0,3
maternalisme,matERnalizm,maternalisme,NOM,m,s,0.0,0.2,4
maternant,matERn@,materner,VER,,,0.01,0.0,3
maternel,matERnEl,maternel,ADJ,m,s,2.71,8.99,3
maternelle,matERnEl,maternel,ADJ,f,s,1.91,11.15,3
maternelle,matERnEl,maternel,NOM,f,s,3.17,2.3,3
maternellement,matERnEl°m@,maternellement,ADV,,,0.0,0.54,5
maternelles,matERnEl,maternel,ADJ,f,p,0.35,1.76,3
maternelles,matERnEl,maternel,NOM,f,p,0.05,0.14,3
maternels,matERnEl,maternel,ADJ,m,p,0.24,1.82,3
materner,matERne,materner,VER,,,0.52,0.14,3
maternera,matERn°Ra,materner,VER,,,0.11,0.0,4
materniser,matERnize,materniser,VER,,,0.01,0.0,4
maternisé,matERnize,materniser,VER,m,s,0.29,0.0,4
maternité,matERnite,maternité,NOM,f,s,3.47,4.05,4
maternités,matERnite,maternité,NOM,f,p,0.03,0.68,4
materné,matERne,materner,VER,m,s,0.04,0.0,3
materons,mat°R§,mater,VER,,,0.01,0.14,3
materont,mat°R§,mater,VER,,,0.0,0.07,3
mates,mat,mat,ADJ,f,p,0.0,0.47,1
mates,mat,mater,VER,,,1.56,0.41,1
mateur,mat9R,mateur,NOM,m,s,0.11,0.07,2
mateurs,mat9R,mateur,NOM,m,p,0.2,0.14,2
mateuse,mat2z,mateur,NOM,f,s,0.06,0.07,2
matez,mate,mater,VER,,,1.4,0.34,2
math,mat,math,NOM,f,p,1.55,0.74,1
matheuse,mat2z,matheux,NOM,f,s,0.02,0.07,2
matheux,mat2,matheux,NOM,m,,0.08,0.2,2
maths,mat,maths,NOM,f,p,10.66,3.38,1
mathurins,matyR5,mathurin,NOM,m,p,0.0,0.07,3
mathusalems,matyzalEm,mathusalem,NOM,m,p,0.0,0.07,4
mathématicien,matematisj5,mathématicien,NOM,m,s,0.65,0.54,5
mathématicienne,matematisjEn,mathématicien,NOM,f,s,0.02,0.07,5
mathématiciens,matematisj5,mathématicien,NOM,m,p,0.28,0.07,5
mathématique,matematik,mathématique,ADJ,,s,1.27,1.42,4
mathématique,matematik,mathématique,NOM,f,s,0.17,1.35,4
mathématiquement,matematik°m@,mathématiquement,ADV,,,0.35,0.34,6
mathématiques,matematik,mathématique,ADJ,,p,0.51,0.95,4
mathématiques,matematik,mathématique,NOM,f,p,1.64,5.68,4
mathématiser,matematize,mathématiser,VER,,,0.0,0.07,5
mati,mati,mati,ADJ,m,s,0.18,0.0,2
mati,mati,matir,VER,m,s,0.01,0.0,2
matiez,matje,mater,VER,,,0.03,0.0,2
matin,mat5,matin,NOM,m,s,265.03,376.89,2
matinal,matinal,matinal,ADJ,m,s,2.56,3.78,3
matinale,matinal,matinal,ADJ,f,s,2.51,5.2,3
matinalement,matinal°m@,matinalement,ADV,,,0.0,0.14,5
matinales,matinal,matinal,ADJ,f,p,0.42,0.95,3
matinaux,matino,matinal,ADJ,m,p,0.32,0.81,3
matines,matin,mâtine,NOM,f,p,0.56,1.01,2
matineux,matin2,matineux,ADJ,m,p,0.0,0.14,3
matins,mat5,matin,NOM,m,p,9.98,19.86,2
matinée,matine,matinée,ADJ,f,s,0.18,0.47,3
matinée,matine,matinée,NOM,f,s,12.1,32.23,3
matinées,matine,matinée,ADJ,f,p,0.01,0.07,3
matinées,matine,matinée,NOM,f,p,0.41,1.82,3
matis,mati,matir,VER,m,p,0.0,0.07,2
matisse,matis,matir,VER,,,0.19,0.07,2
matité,matite,matité,NOM,f,s,0.0,0.54,3
matière,matjER,matière,NOM,f,s,14.2,49.8,2
matières,matjER,matière,NOM,f,p,2.79,8.65,2
matois,matwa,matois,ADJ,m,s,0.0,0.34,2
matois,matwa,matois,NOM,m,,0.01,0.07,2
matoise,matwaz,matois,ADJ,f,s,0.0,0.07,2
matoiserie,matwaz°Ri,matoiserie,NOM,f,s,0.0,0.14,4
maton,mat§,maton,NOM,m,s,0.5,3.11,2
matonne,matOn,maton,NOM,f,s,0.0,0.14,2
matonnes,matOn,maton,NOM,f,p,0.0,0.27,2
matons,mat§,mater,VER,,,0.01,0.0,2
matons,mat§,maton,NOM,m,p,0.91,2.57,2
matos,matos,matos,NOM,m,,5.72,1.55,2
matou,matu,matou,NOM,m,s,1.04,3.18,2
matous,matu,matou,NOM,m,p,0.17,0.95,2
matouse,matuz,matouser,VER,,,0.0,0.07,2
matouser,matuze,matouser,VER,,,0.0,0.14,3
matraqua,matRaka,matraquer,VER,,,0.0,0.14,3
matraquage,matRakaZ,matraquage,NOM,m,s,0.14,0.07,3
matraquages,matRakaZ,matraquage,NOM,m,p,0.0,0.07,3
matraquaient,matRakE,matraquer,VER,,,0.0,0.07,3
matraquais,matRakE,matraquer,VER,,,0.0,0.07,3
matraquait,matRakE,matraquer,VER,,,0.01,0.07,3
matraquant,matRak@,matraquer,VER,,,0.0,0.2,3
matraque,matRak,matraque,NOM,f,s,1.41,4.46,2
matraque,matRak,matraquer,VER,,,0.04,0.2,2
matraquer,matRake,matraquer,VER,,,0.11,0.14,3
matraques,matRak,matraque,NOM,f,p,0.39,0.95,2
matraqueur,matRak9R,matraqueur,NOM,m,s,0.0,0.07,3
matraqueurs,matRak9R,matraqueur,NOM,m,p,0.01,0.0,3
matraquez,matRake,matraquer,VER,,,0.15,0.07,3
matraqué,matRake,matraquer,VER,m,s,0.23,0.34,3
matraquée,matRake,matraquer,VER,f,s,0.04,0.14,3
matraqués,matRake,matraquer,VER,m,p,0.0,0.07,3
matras,matRa,matras,NOM,m,,0.0,0.47,2
matriarcal,matRijaRkal,matriarcal,ADJ,m,s,0.01,0.14,4
matriarcale,matRijaRkal,matriarcal,ADJ,f,s,0.0,0.2,4
matriarcales,matRijaRkal,matriarcal,ADJ,f,p,0.0,0.07,4
matriarcat,matRijaRka,matriarcat,NOM,m,s,0.14,0.74,4
matriarche,matRiaRS,matriarche,NOM,f,s,0.09,0.0,3
matrice,matRis,matrice,NOM,f,s,2.0,1.96,2
matrices,matRis,matrice,NOM,f,p,0.16,0.07,2
matricide,matRisid,matricide,NOM,,s,0.01,0.0,3
matriciel,matRisjEl,matriciel,ADJ,m,s,0.01,0.07,3
matricielle,matRisjEl,matriciel,ADJ,f,s,0.01,0.07,3
matricielles,matRisjEl,matriciel,ADJ,f,p,0.0,0.07,3
matriciels,matRisjEl,matriciel,ADJ,m,p,0.0,0.07,3
matriculaire,matRikylER,matriculaire,NOM,,s,0.0,0.07,4
matricule,matRikyl,matricule,NOM,,s,3.15,2.84,3
matricules,matRikyl,matricule,NOM,,p,0.34,0.54,3
matrilinéaire,matRilineER,matrilinéaire,ADJ,,s,0.0,0.14,5
matrilinéaires,matRilineER,matrilinéaire,ADJ,f,p,0.0,0.07,5
matrilocales,matRilokal,matrilocal,ADJ,f,p,0.0,0.07,4
matrimonial,matRimonjal,matrimonial,ADJ,m,s,0.69,0.54,4
matrimoniale,matRimonjal,matrimonial,ADJ,f,s,0.17,0.47,4
matrimoniales,matRimonjal,matrimonial,ADJ,f,p,0.4,0.27,4
matrimoniaux,matRimonjo,matrimonial,ADJ,m,p,0.13,0.0,4
matriochka,matRiOSka,matriochka,NOM,f,s,0.0,0.07,4
matrone,matROn,matrone,NOM,f,s,0.23,2.16,2
matrones,matROn,matrone,NOM,f,p,0.14,1.55,2
mats,mat,mat,ADJ,m,p,0.05,0.81,1
mats,mat,mat,NOM,m,p,0.35,0.14,1
matte,mat,matte,NOM,f,s,0.35,0.07,1
matter,mate,matter,VER,,,0.64,0.07,2
mattes,mat,matte,NOM,f,p,0.16,0.0,1
matuche,matyS,matuche,NOM,m,s,0.0,0.41,2
maturation,matyRasj§,maturation,NOM,f,s,0.07,0.54,4
maturations,matyRasj§,maturation,NOM,f,p,0.0,0.14,4
mature,matyR,mature,ADJ,,s,1.65,0.0,2
maturer,matyRe,maturer,VER,,,0.0,0.07,3
matures,matyR,mature,ADJ,,p,0.17,0.0,2
maturité,matyRite,maturité,NOM,f,s,2.61,5.0,4
matutinal,matytinal,matutinal,ADJ,m,s,0.0,0.07,4
matutinale,matytinal,matutinal,ADJ,f,s,0.0,0.14,4
matutinales,matytinal,matutinal,ADJ,f,p,0.0,0.07,4
matutinaux,matytino,matutinal,ADJ,m,p,0.0,0.07,4
matèrent,matER,mater,VER,,,0.0,0.14,2
maté,mate,mater,VER,m,s,0.8,1.01,2
maté,mate,maté,NOM,m,s,1.62,0.14,2
matée,mate,mater,VER,f,s,0.2,0.07,2
matées,mate,mater,VER,f,p,0.16,0.14,2
matérialisa,mateRjaliza,matérialiser,VER,,,0.0,0.2,5
matérialisaient,mateRjalizE,matérialiser,VER,,,0.01,0.07,5
matérialisait,mateRjalizE,matérialiser,VER,,,0.01,0.47,5
matérialisant,mateRjaliz@,matérialiser,VER,,,0.04,0.14,5
matérialisation,mateRjalizasj§,matérialisation,NOM,f,s,0.15,0.54,6
matérialisations,mateRjalizasj§,matérialisation,NOM,f,p,0.02,0.0,6
matérialise,mateRjaliz,matérialiser,VER,,,0.25,0.61,4
matérialisent,mateRjaliz,matérialiser,VER,,,0.05,0.14,4
matérialiser,mateRjalize,matérialiser,VER,,,0.34,0.74,5
matérialisera,mateRjaliz°Ra,matérialiser,VER,,,0.0,0.07,6
matérialiseront,mateRjaliz°R§,matérialiser,VER,,,0.01,0.0,6
matérialisions,mateRjalizj§,matérialiser,VER,,,0.0,0.07,5
matérialisme,mateRjalizm,matérialisme,NOM,m,s,0.38,1.49,4
matérialiste,mateRjalist,matérialiste,ADJ,,s,0.65,0.61,4
matérialiste,mateRjalist,matérialiste,NOM,,s,0.01,0.14,4
matérialistes,mateRjalist,matérialiste,ADJ,,p,0.17,0.27,4
matérialistes,mateRjalist,matérialiste,NOM,,p,0.02,0.2,4
matérialisèrent,mateRjalizER,matérialiser,VER,,,0.0,0.07,5
matérialisé,mateRjalize,matérialiser,VER,m,s,0.17,0.34,5
matérialisée,mateRjalize,matérialiser,VER,f,s,0.13,0.68,5
matérialisées,mateRjalize,matérialiser,VER,f,p,0.01,0.27,5
matérialisés,mateRjalize,matérialiser,VER,m,p,0.02,0.47,5
matérialité,mateRjalite,matérialité,NOM,f,s,0.01,0.47,5
matériau,mateRjo,matériau,NOM,m,s,0.95,1.62,3
matériaux,mateRjo,matériau,NOM,m,p,2.83,3.51,3
matériel,mateRjEl,matériel,ADJ,m,s,2.55,5.0,3
matériel,mateRjEl,matériel,NOM,m,s,25.15,25.47,3
matérielle,mateRjEl,matériel,ADJ,f,s,1.17,5.14,3
matériellement,mateRjEl°m@,matériellement,ADV,,,0.31,3.04,5
matérielles,mateRjEl,matériel,ADJ,f,p,0.45,3.31,3
matériels,mateRjEl,matériel,ADJ,m,p,1.38,3.45,3
matériels,mateRjEl,matériel,NOM,m,p,0.11,0.74,3
matés,mate,mater,VER,m,p,0.05,0.34,2
matés,mate,maté,NOM,m,p,0.0,0.07,2
maudira,modiRa,maudire,VER,,,0.14,0.0,3
maudirai,modiRE,maudire,VER,,,0.05,0.34,3
maudirais,modiRE,maudire,VER,,,0.01,0.0,3
maudirait,modiRE,maudire,VER,,,0.21,0.07,3
maudire,modiR,maudire,VER,,,1.65,2.64,2
maudirent,modiR,maudire,VER,,,0.0,0.07,2
maudirons,modiR§,maudire,VER,,,0.01,0.0,3
maudiront,modiR§,maudire,VER,,,0.02,0.0,3
maudis,modi,maudire,VER,m,p,3.36,1.15,2
maudissaient,modisE,maudire,VER,,,0.01,0.2,3
maudissais,modisE,maudire,VER,,,0.04,0.47,3
maudissait,modisE,maudire,VER,,,0.25,1.55,3
maudissant,modis@,maudire,VER,,,0.21,2.23,3
maudisse,modis,maudire,VER,,,0.95,0.14,2
maudissent,modis,maudire,VER,,,0.26,0.2,2
maudissez,modise,maudire,VER,,,0.2,0.14,3
maudissions,modisj§,maudire,VER,,,0.0,0.2,3
maudit,modi,maudire,VER,,,0.62,1.08,2
maudit,modi,maudit,ADJ,m,s,17.59,7.43,2
maudit,modi,maudit,NOM,m,s,6.38,1.62,2
maudite,modit,maudit,ADJ,f,s,12.65,5.47,2
maudites,modit,maudit,ADJ,f,p,1.71,1.42,2
maudits,modi,maudit,ADJ,m,p,5.23,3.18,2
maudits,modi,maudit,NOM,m,p,1.63,0.88,2
maugréa,mogRea,maugréer,VER,,,0.0,1.15,3
maugréai,mogReE,maugréer,VER,,,0.0,0.14,3
maugréaient,mogReE,maugréer,VER,,,0.0,0.14,3
maugréait,mogReE,maugréer,VER,,,0.0,0.61,3
maugréant,mogRe@,maugréer,VER,,,0.0,2.57,3
maugrée,mogRe,maugréer,VER,,,0.27,0.27,2
maugréer,mogRee,maugréer,VER,,,0.03,0.54,3
maure,moR,maure,ADJ,,s,0.9,0.41,1
maure,moR,maure,NOM,,s,0.65,1.01,1
maures,moR,maure,ADJ,,p,0.21,0.41,1
maures,moR,maure,NOM,,p,0.31,0.14,1
mauresque,moREsk,mauresque,ADJ,,s,0.12,2.09,2
mauresque,moREsk,mauresque,NOM,f,s,0.0,0.61,2
mauresques,moREsk,mauresque,ADJ,,p,0.0,0.81,2
mauresques,moREsk,mauresque,NOM,f,p,0.0,0.07,2
mauricienne,moRisjEn,mauricien,ADJ,f,s,0.0,0.07,3
mauritanienne,moRitanjEn,mauritanien,ADJ,f,s,0.0,0.07,4
maurrassien,moRasj5,maurrassien,NOM,m,s,0.0,0.14,3
maurrassisme,moRasizm,maurrassisme,NOM,m,s,0.0,0.07,3
mauser,moz9R,mauser,NOM,m,s,0.56,2.09,2
mausers,mozER,mauser,NOM,m,p,0.01,0.95,2
mausolée,mozole,mausolée,NOM,m,s,1.64,2.91,3
mausolées,mozole,mausolée,NOM,m,p,0.02,0.2,3
maussade,mosad,maussade,ADJ,,s,1.04,6.82,2
maussadement,mosad°m@,maussadement,ADV,,,0.0,0.27,4
maussaderie,mosad°Ri,maussaderie,NOM,f,s,0.0,0.27,4
maussaderies,mosad°Ri,maussaderie,NOM,f,p,0.0,0.07,4
maussades,mosad,maussade,ADJ,,p,0.05,1.15,2
mauvais,movE,mauvais,ADJ,m,,138.04,108.65,2
mauvais,movE,mauvais,ADV,,,2.77,0.68,2
mauvais,movE,mauvais,NOM,m,,8.43,6.15,2
mauvaise,movEz,mauvais,ADJ,f,s,88.33,70.88,2
mauvaisement,movEz°m@,mauvaisement,ADV,,,0.0,0.27,4
mauvaises,movEz,mauvais,ADJ,f,p,26.32,21.08,2
mauvaiseté,movEz°te,mauvaiseté,NOM,f,s,0.0,0.2,4
mauve,mov,mauve,ADJ,,s,0.63,10.68,1
mauve,mov,mauve,NOM,,s,0.23,3.72,1
mauves,mov,mauve,ADJ,,p,0.07,6.96,1
mauves,mov,mauve,NOM,,p,0.06,0.88,1
mauviette,movjEt,mauviette,NOM,f,s,3.49,0.61,2
mauviettes,movjEt,mauviette,NOM,f,p,1.37,0.27,2
maux,mo,mal,NOM,m,p,8.31,8.78,1
max,maks,max,NOM,m,s,5.94,2.3,1
maxi,maksi,maxi,ADJ,,,1.71,0.27,2
maxi,maksi,maxi,NOM,m,s,0.54,0.95,2
maxillaire,maksilER,maxillaire,ADJ,,s,0.04,0.07,3
maxillaire,maksilER,maxillaire,NOM,m,s,0.25,0.54,3
maxillaires,maksilER,maxillaire,ADJ,f,p,0.05,0.07,3
maxillaires,maksilER,maxillaire,NOM,m,p,0.02,1.22,3
maxillo-facial,maksilofasjal,maxillo-facial,ADJ,m,s,0.01,0.0,5
maxima,maksima,maximum,NOM,m,p,0.22,0.41,3
maximal,maksimal,maximal,ADJ,m,s,0.34,0.2,3
maximale,maksimal,maximal,ADJ,f,s,2.53,0.41,3
maximales,maksimal,maximal,ADJ,f,p,0.16,0.0,3
maximalise,maksimaliz,maximaliser,VER,,,0.01,0.0,4
maximaliser,maksimalize,maximaliser,VER,,,0.02,0.0,5
maximalisme,maksimalizm,maximalisme,NOM,m,s,0.0,0.14,4
maxime,maksim,maxime,NOM,f,s,0.64,1.22,2
maximes,maksim,maxime,NOM,f,p,0.03,0.88,2
maximisation,maksimizasj§,maximisation,NOM,f,s,0.01,0.0,5
maximiser,maksimize,maximiser,VER,,,0.26,0.0,4
maximum,maksimOm,maximum,ADJ,m,s,5.77,1.96,3
maximum,maksimOm,maximum,NOM,m,s,14.55,15.34,3
maximums,maksimOm,maximum,ADJ,m,p,0.04,0.0,3
maximums,maksimOm,maximum,NOM,m,p,0.02,0.07,3
maxis,maksi,maxi,NOM,m,p,0.04,0.0,2
maxiton,maksit§,maxiton,NOM,m,s,0.0,0.14,3
maya,maja,maya,ADJ,,s,0.44,0.2,2
maya,maja,maya,NOM,m,s,0.01,0.07,2
mayas,maja,maya,ADJ,,p,0.12,0.0,2
mayas,maja,maya,NOM,m,p,0.01,0.07,2
mayo,majo,mayo,NOM,f,s,0.77,0.0,2
mayonnaise,majonEz,mayonnaise,NOM,f,s,3.63,3.45,3
mayonnaises,majonEz,mayonnaise,NOM,f,p,0.01,0.0,3
mazagran,mazagR@,mazagran,NOM,m,s,0.0,0.07,3
mazagrans,mazagR@,mazagran,NOM,m,p,0.0,0.14,3
mazas,maza,mazer,VER,,,0.0,0.07,2
mazdéens,mazde5,mazdéen,ADJ,m,p,0.0,0.07,3
maze,maz,mazer,VER,,,0.01,0.14,1
mazet,mazE,mazet,NOM,m,s,0.0,0.41,2
mazette,mazEt,mazette,NOM,f,s,0.01,0.07,2
mazette,mazEt,mazette,ONO,,,0.32,0.81,2
mazettes,mazEt,mazette,NOM,f,p,0.01,0.0,2
mazout,mazut,mazout,NOM,m,s,1.42,2.64,2
mazouté,mazute,mazouter,VER,m,s,0.0,0.07,3
mazoutés,mazute,mazouté,ADJ,m,p,0.0,0.14,3
mazurka,mazyRka,mazurka,NOM,f,s,0.58,0.34,3
mazurkas,mazyRka,mazurka,NOM,f,p,0.0,0.07,3
mazé,maze,mazer,VER,m,s,0.0,0.07,2
maçon,mas§,maçon,NOM,m,s,3.48,3.31,2
maçonnant,mason@,maçonner,VER,,,0.0,0.14,3
maçonne,masOn,maçon,NOM,f,s,0.0,0.14,2
maçonnent,masOn,maçonner,VER,,,0.0,0.07,2
maçonner,masone,maçonner,VER,,,0.0,0.07,3
maçonnerie,masOn°Ri,maçonnerie,NOM,f,s,0.69,2.97,4
maçonneries,masOn°Ri,maçonnerie,NOM,f,p,0.0,0.07,4
maçonnique,masonik,maçonnique,ADJ,,s,0.32,0.34,3
maçonniques,masonik,maçonnique,ADJ,,p,0.04,0.41,3
maçonné,masone,maçonner,VER,m,s,0.0,0.54,3
maçonnée,masone,maçonner,VER,f,s,0.0,0.2,3
maçonnées,masone,maçonner,VER,f,p,0.0,0.47,3
maçonnés,masone,maçonner,VER,m,p,0.01,0.2,3
maçons,mas§,maçon,NOM,m,p,0.32,3.31,2
maître,mEtR,maître,ADJ,m,s,2.28,4.66,1
maître,mEtR,maître,NOM,m,s,118.88,125.74,1
maître queux,mEtR°k2,maître queux,NOM,m,s,0.0,0.14,3
maître-assistant,mEtRasist@,maître-assistant,NOM,m,s,0.0,0.07,4
maître-autel,mEtRotEl,maître-autel,NOM,m,s,0.0,0.61,3
maître-chanteur,mEtR°S@t9R,maître-chanteur,ADJ,m,s,0.05,0.0,4
maître-chanteur,mEtR°S@t9R,maître-chanteur,NOM,m,s,0.21,0.2,4
maître-chien,mEtR°Sj5,maître-chien,NOM,m,s,0.11,0.0,3
maître-coq,mEtR2kOk,maître-coq,NOM,m,s,0.01,0.0,3
maître-nageur,mEtR°naZ9R,maître-nageur,NOM,m,s,0.45,0.27,4
maître-à-danser,mEtRad@se,maître-à-danser,NOM,m,s,0.0,0.07,4
maîtres,mEtR,maître,ADJ,m,p,2.47,4.32,1
maîtres,mEtR,maître,NOM,m,p,9.67,25.74,1
maîtresse,mEtREs,maître,ADJ,f,s,3.63,5.88,2
maîtresse,mEtREs,maîtresse,NOM,f,s,25.22,47.43,2
maîtresses,mEtREs,maître,ADJ,f,p,0.08,1.22,2
maîtresses,mEtREs,maîtresse,NOM,f,p,1.38,6.49,2
maîtrisa,mEtRiza,maîtriser,VER,,,0.01,0.81,3
maîtrisable,metRizabl,maîtrisable,ADJ,f,s,0.06,0.07,3
maîtrisables,mEtRizabl,maîtrisable,ADJ,,p,0.0,0.07,3
maîtrisaient,mEtRizE,maîtriser,VER,,,0.05,0.34,3
maîtrisais,mEtRizE,maîtriser,VER,,,0.16,0.07,3
maîtrisait,mEtRizE,maîtriser,VER,,,0.37,0.54,3
maîtrisant,mEtRiz@,maîtriser,VER,,,0.19,1.22,3
maîtrise,metRiz,maîtrise,NOM,f,s,4.16,7.7,2
maîtrise,metRiz,maîtriser,VER,,,4.0,1.35,2
maîtrisent,metRiz,maîtriser,VER,,,0.39,0.27,2
maîtriser,metRize,maîtriser,VER,,,5.85,8.24,3
maîtrisera,mEtRiz°Ra,maîtriser,VER,,,0.08,0.0,4
maîtriserai,mEtRiz°RE,maîtriser,VER,,,0.16,0.0,4
maîtriseraient,mEtRiz°RE,maîtriser,VER,,,0.0,0.07,4
maîtriserait,mEtRiz°RE,maîtriser,VER,,,0.01,0.07,4
maîtriseras,mEtRiz°Ra,maîtriser,VER,,,0.01,0.0,4
maîtriserez,mEtRiz°Re,maîtriser,VER,,,0.03,0.0,4
maîtriseriez,mEtRiz°Rje,maîtriser,VER,,,0.02,0.0,4
maîtriserons,mEtRiz°R§,maîtriser,VER,,,0.2,0.07,4
maîtriseront,mEtRiz°R§,maîtriser,VER,,,0.02,0.0,4
maîtrises,metRiz,maîtrise,NOM,f,p,0.06,0.0,2
maîtrises,metRiz,maîtriser,VER,,,0.81,0.0,2
maîtrisez,mEtRize,maîtriser,VER,,,1.05,0.2,3
maîtrisiez,mEtRizje,maîtriser,VER,,,0.05,0.0,3
maîtrisions,mEtRizj§,maîtriser,VER,,,0.03,0.07,3
maîtrisons,mEtRiz§,maîtriser,VER,,,0.43,0.0,3
maîtrisèrent,mEtRizER,maîtriser,VER,,,0.02,0.07,3
maîtrisé,metRize,maîtriser,VER,m,s,1.23,1.01,3
maîtrisé,metRize,maîtrisé,ADJ,m,s,0.17,0.47,3
maîtrisée,metRize,maîtriser,VER,f,s,0.29,0.41,3
maîtrisée,metRize,maîtrisé,ADJ,f,s,0.22,0.68,3
maîtrisées,metRize,maîtriser,VER,f,p,0.01,0.14,3
maîtrisées,metRize,maîtrisé,ADJ,f,p,0.01,0.07,3
maîtrisés,metRize,maîtriser,VER,m,p,0.08,0.0,3
maîtrisés,metRize,maîtrisé,ADJ,m,p,0.2,0.14,3
maïa,maja,maïa,NOM,m,s,0.0,3.51,2
maïs,mais,maïs,NOM,m,,6.33,6.42,2
maïzena,maizena,maïzena,NOM,f,s,0.03,0.2,4
me,m°,me,NOM,m,s,2.61,0.0,1
me,m°,me,PRO:per,,s,4929.44,4264.32,1
mea culpa,meakylpa,mea culpa,NOM,m,,0.7,0.68,4
mea-culpa,meakylpa,mea-culpa,NOM,m,,0.07,0.14,4
mec,mEk,mec,NOM,m,s,252.94,50.41,1
meccano,mekano,meccano,NOM,m,s,0.29,0.95,3
meccanos,mekano,meccano,NOM,m,p,0.0,0.07,3
mechta,mESta,mechta,NOM,f,s,0.0,0.14,2
mechtas,mESta,mechta,NOM,f,p,0.0,0.2,2
mecklembourgeois,mekl@buRZwa,mecklembourgeois,NOM,m,,0.0,0.07,4
mecs,mEk,mec,NOM,m,p,72.61,21.89,1
mecton,mEkt§,mecton,NOM,m,s,0.03,0.27,2
mectons,mEkt§,mecton,NOM,m,p,0.0,0.47,2
media,medja,media,NOM,f,s,7.72,0.07,2
medicine-ball,medisinbOl,medicine-ball,NOM,m,s,0.0,0.07,4
medium,medjOm,medium,NOM,m,s,0.59,0.07,2
meeting,mitiG,meeting,NOM,m,s,3.49,4.73,2
meetings,mitiG,meeting,NOM,m,p,0.74,2.09,2
meiji,mEZi,meiji,ADJ,m,s,0.02,0.07,2
meilleur,mEj9R,meilleur,ADJ,m,s,99.59,34.32,2
meilleur,mEj9R,meilleur,ADV,,,0.82,0.14,2
meilleur,mEj9R,meilleur,NOM,m,s,55.22,22.7,2
meilleure,mEj9R,meilleur,ADJ,f,s,73.69,24.86,2
meilleure,mEj9R,meilleur,NOM,f,s,16.18,6.62,2
meilleures,mEj9R,meilleur,ADJ,f,p,15.25,10.41,2
meilleures,mEj9R,meilleur,NOM,f,p,4.48,1.62,2
meilleurs,mEj9R,meilleur,ADJ,m,p,32.64,17.23,2
meilleurs,mEj9R,meilleur,NOM,m,p,15.14,7.64,2
melba,mElba,melba,ADJ,,,0.03,0.2,2
melkites,mElkit,melkite,NOM,,p,0.0,0.14,2
melliflues,mElifly,melliflue,ADJ,f,p,0.0,0.07,3
mellifère,mElifER,mellifère,ADJ,,s,0.0,0.07,3
